Blog	getting	real	youtube	our	years	people	us	do	design	things	why	way	think	writing	makes	into	product	does	which	features	build	everything	going	business	ve	written	these	ll	keep	them	want	show	tell	started	called	start	day	work	down	other	may	far	coming	check	ready	watch	hope	any	ideas	future	please	post	where	story	well	know	self	might	most	few	months	ago	asked	he	d	earlier	no	didn	learning	did	talk	rather	his	really	after	myself	answer	head	someone	yet	had	idea	against	because	own	list	goes	each	shot	thought	here	state	bad	without	make	don	re	model	view	also	means	him	remember	point	trying	between	two	else	last	thing	need	get	done	then	go	see	family	important	better	being	ways	actually	good	feel	stop	person	something	take	write	later	results	version	process	create	working	isn	home	her	different	wants	everyone	must	others	team	questions	become	than	even	try	said	light	only	give	sure	find	created	put	wanted	every	week	set	would	made	same	now	m	could	friend	anyone	company	simply	help	comes	needed	found	say	always	love	too	once	problem	social	media	public	seems	play	ever	hard	were	co	tech	companies	com	c	b	thanks	hands	service	support	five	whether	wrote	its	hand	experience	users	together	got	those	turn	email	hours	page	very	wrong	much	less	best	part	month	kind	seen	before	many	off	while	took	right	name	original	paper	over	interesting	fun	life	x	number	level	look	feature	me	great	including	question	lot	doing	decided	using	around	past	turned	job	building	looking	back	again	instead	end	went	come	full	along	data	built	pick	case	single	use	thinking	let	making	web	long	year	easy	search	bit	finally	small	though	early	hit	learn	project	enough	recently	available	book	she	digital	talking	through	world	black	doesn	until	used	often	since	during	apple	simple	content	should	order	never	several	both	short	place	another	share	still	possible	happy	reading	taking	next	change	nothing	forward	read	notes	least	group	based	four	example	favorite	stuff	course	free	shows	am	big	pay	close	attention	days	former	won	tips	online	community	readers	side	today	mean	amazon	links	local	power	second	buy	link	behind	john	seven	amazing	live	google	came	art	blog	times	already	having	away	call	open	facebook	ad	half	america	under	music	latest	twitter	president	face	little	night	school	lives	follow	million	left	friends	probably	u	guy	man	almost	police	tv	friday	among	driving	says	morning	hour	old	money	pretty	takes	trump	top	told	news	woman	according	camera	appeared	posted	site	game	three	photos	san	students	nbsp	soon	sound	machine	app	phone	website	store	maybe	photo	tools	recent	march	city	continue	internet	york	easter	april	government	women	house	special	report	system	update	high	country	series	stories	science	american	video	security	k	movie	sale	network	paul	shooting	white	line	th	fake	lead
Lifehack	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	5	0	0	0	0	3	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lifehacker	1	2	0	10	1	2	3	6	0	0	1	1	0	0	0	1	0	1	0	0	0	2	1	0	2	0	2	2	4	1	2	0	2	0	0	2	9	2	0	1	2	0	0	0	0	0	0	1	1	0	0	0	2	1	2	0	0	2	1	0	1	0	1	0	0	0	1	0	0	2	0	0	0	1	0	0	2	0	1	0	1	0	0	2	1	0	0	0	0	0	0	0	0	1	8	5	6	0	0	1	1	0	0	0	1	1	0	0	1	2	2	4	0	0	2	0	0	0	5	3	0	3	3	0	1	3	4	1	0	0	0	1	0	0	2	0	2	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	3	3	1	0	0	0	0	2	0	1	0	0	1	2	1	2	1	1	0	1	1	0	0	0	0	0	1	1	0	1	0	1	0	0	1	1	1	2	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	5	0	2	0	0	0	0	2	3	0	1	0	0	0	2	0	1	3	0	0	0	3	0	2	1	0	0	0	1	0	4	1	0	0	1	0	0	3	1	0	0	0	1	2	0	2	0	0	2	0	2	0	1	2	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	2	1	0	4	0	3	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	25	0	0	0	1	0	0	2	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	3	0	1	2	4	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	1	2	0	0	0	0	0	1	1	0	0	0	0	0	2	3	1	0	0	1	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	2	0	0	2	1	0	0	2	0	1	1	0	0	0	1	0	0	2	0	0	0	1	0	0	1	1	1	0	4	0	0	0	0	0	0	0	1
Little Green Footballs	2	3	19	14	4	5	7	0	0	0	3	2	4	0	2	1	0	0	3	0	0	1	0	0	1	0	4	2	1	2	0	11	0	0	7	1	3	1	1	3	3	6	1	1	0	4	0	3	0	1	1	2	1	2	2	0	0	1	1	0	1	0	0	25	4	0	11	2	0	0	0	1	13	2	1	0	1	3	1	1	2	1	1	10	1	4	1	0	2	0	12	3	1	1	2	8	5	0	2	3	1	8	1	2	0	0	0	0	3	1	3	4	1	0	1	3	0	2	1	1	0	3	3	0	2	2	2	3	0	1	0	1	0	0	0	1	5	6	1	0	1	0	1	5	2	1	6	3	0	2	0	1	1	0	0	0	0	0	0	0	2	1	5	1	9	6	1	0	0	0	0	0	0	0	2	1	2	3	2	0	0	0	4	1	2	1	5	0	3	5	0	1	35	3	0	2	0	0	4	0	2	1	2	1	0	0	1	1	2	0	0	0	1	2	0	5	0	3	1	0	0	1	1	4	0	0	2	9	0	1	0	9	2	0	1	0	0	0	4	0	4	2	1	1	2	0	0	0	3	1	2	0	1	0	8	0	0	3	0	7	0	2	3	0	0	1	1	1	0	3	0	0	4	1	0	0	1	4	0	2	0	0	0	0	1	0	3	0	11	1	0	3	1	0	2	0	3	0	1	1	2	0	0	2	2	2	1	3	0	2	3	0	2	0	1	0	0	2	1	4	0	1	1	1	0	2	0	0	1	0	3	0	0	2	0	0	0	0	1	5	7	0	0	0	0	0	7	0	2	0	0	0	7	0	0	2	14	0	3	5	1	2	0	0	6	0	0	1	0	0	10	0	0	4	5	15	2	6	8	0	3	4	1	2	4	0	0	1	1	2	0	2	2	0	0	0	2	0	3	1	0	0	0	0	4	46	1	1	6	0	0	0	0	0	0	0	2	1	0	1	0	0	2	0	0	0	2	6	0	2	0	2	9	0	1	0	4	1	0	0	3	9	5	1	0	2	0	2	0	0	0	2	12	3	7	0	0	0	3	0	8	2	2	2	6
Make: DIY Projects and Ideas for Makers	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	2	1	0	0	10	0	0	10	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	1	0	0	0	4	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	2	1	0	1	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	2	0	0	1
Matt Cutts: Gadgets, Google, and SEO	0	0	0	0	2	4	6	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	4	0	1	0	0	2	0	0	2	1	2	0	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	4	1	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	2	0	2	0	0	2	1	0	0	0	1	0	0	0	4	0	0	3	0	0	1	1	3	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	2	0	1	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	6	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	2	0	1	1	2	3	0	0	0	0	2	1	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	4	1	1	0	0	0	0	0	0	0	2	0	3	0	0	0	6	2	1	2	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mezzoblue	0	0	0	1	3	0	0	0	1	0	0	2	0	0	0	1	0	1	1	0	0	0	0	0	6	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	2	1	1	0	0	2	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	4	0	0	0	0	1	0	0	0	2	0	0	1	1	1	1	0	0	3	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	3	2	0	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1
Neil Gaiman's Journal	8	2	2	8	22	44	22	40	4	49	4	8	7	24	5	14	0	6	31	2	1	6	27	0	31	6	14	20	6	43	16	6	9	10	6	1	13	22	4	17	9	1	10	0	4	5	15	12	4	0	3	6	23	8	9	11	2	4	9	13	7	28	15	50	23	1	11	11	1	20	5	2	31	23	12	6	5	5	10	5	42	6	1	34	8	1	10	8	0	8	37	0	5	5	24	12	12	0	1	11	7	18	5	1	6	7	23	5	21	20	13	33	12	30	23	19	7	1	6	8	2	7	24	7	2	7	22	11	16	6	2	3	1	1	4	8	4	12	8	0	9	4	3	2	10	2	12	30	2	15	5	22	7	11	14	1	17	7	3	7	10	38	14	9	28	61	21	4	4	1	1	10	5	1	6	2	5	21	19	4	0	3	4	7	1	1	9	8	22	10	0	0	28	3	4	1	3	0	4	1	1	11	5	3	2	0	5	23	5	4	3	9	8	17	0	23	6	7	6	5	10	3	18	15	10	10	9	10	4	7	0	21	2	6	8	0	3	1	8	0	64	2	4	1	13	27	2	3	7	2	2	2	1	1	23	5	8	2	21	5	1	3	0	0	2	4	1	0	6	8	7	0	11	43	1	0	17	3	6	3	6	1	5	1	2	0	6	64	11	0	11	9	16	1	3	6	3	2	5	4	1	1	1	12	2	12	5	5	6	6	10	5	11	2	5	15	4	11	5	5	0	27	2	2	0	3	7	1	0	5	0	4	2	20	6	8	2	2	23	1	5	1	3	1	0	4	3	1	5	4	0	3	5	3	6	0	1	2	8	4	2	6	12	13	8	2	5	11	1	1	3	0	5	3	1	0	1	3	0	0	9	11	1	2	0	3	6	9	7	0	1	11	10	0	8	0	1	1	1	4	4	11	18	3	0	0	0	5	2	0	1	0	1	26	0	0	8	2	12	3	307	3	1	0	1	1	2	0	3	9	0	2	1	1	1	5	11	1	4	0	2	2	2	1	0	0	4	1	7	12	1	28	7	0	1	3	7	0	1	0	2	6	18	0	0
Oilman	1	0	0	1	1	4	0	0	0	0	2	2	1	1	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	1	1	1	2	1	0	0	0	0	1	0	0	1	0	0	0	4	0	2	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	3	0	0	1	1	0	0	1	0	0	0	1	1	0	2	1	0	0	0	2	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	2	0	0	2	1	1	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	1	1	1	1	2	0	0	0	0	4	0	0	0	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
PerezHilton	0	1	3	1	0	0	2	2	0	1	0	0	0	0	1	2	0	0	1	0	0	0	1	0	1	0	1	0	0	3	0	7	0	0	1	0	2	0	1	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	1	1	0	0	2	2	0	1	0	2	4	0	3	0	0	1	2	0	6	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	1	0	0	0	0	0	0	2	0	0	0	0	2	0	1	0	0	0	0	0	1	1	1	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	3	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	3	0	2	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	4	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	3	2	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	3	0	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	3	2	0	0	0	0	1
plasticbag.org	1	0	0	0	2	4	2	1	3	1	0	1	1	0	0	1	0	0	3	0	0	0	5	0	3	1	2	1	0	3	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	2	1	0	2	1	1	1	0	1	1	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	3	0	1	5	0	0	0	0	0	0	1	2	1	1	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	3	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	2	0	1	1	1	0	0	0	2	0	1	1	0	2	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Derek Powazek	2	0	1	3	5	2	4	7	1	1	1	0	4	2	0	4	1	0	2	1	0	2	4	1	11	0	2	4	0	2	1	3	0	2	0	0	2	3	2	3	0	0	1	0	0	1	2	0	0	0	0	3	0	3	2	6	1	1	2	5	2	2	0	5	2	0	2	1	0	4	3	0	3	2	4	0	1	0	0	1	3	0	1	3	2	0	2	1	1	1	6	0	3	0	1	4	7	0	0	2	0	2	0	0	0	4	9	1	7	4	1	6	1	7	4	3	1	0	0	0	1	0	1	5	0	0	8	1	3	1	0	0	1	2	0	0	0	9	0	0	1	1	0	0	1	0	2	1	1	3	0	1	0	1	1	0	1	0	3	3	0	0	2	3	10	12	1	1	0	1	1	0	1	0	1	3	4	1	2	2	0	0	2	0	0	0	1	3	2	0	1	0	1	0	0	0	4	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	2	0	1	1	1	1	1	1	3	4	0	0	1	5	0	0	5	0	1	0	0	0	15	5	0	0	1	1	1	1	1	0	2	1	0	1	2	2	0	0	3	3	1	1	0	0	0	0	1	0	1	1	0	1	1	4	2	0	0	0	2	0	1	1	0	0	5	0	1	6	7	1	1	1	3	1	0	0	1	2	1	0	0	1	1	1	0	3	0	2	1	0	3	1	4	1	4	4	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	3	1	0	1	0	4	0	0	0	2	3	2	0	2	0	0	0	0	0	0	1	2	0	0	0	2	2	0	1	0	1	1	1	0	1	1	1	0	0	0	0	1	0	0	1	0	1	7	2	0	1	1	0	1	2	1	0	1	1	1	0	0	2	0	0	0	2	0	2	3	0	0	0	2	0	1	2	0	1	0	1	2	0	4	2	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	1	0	0	0	0	0	0	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
ProBlogger	1	0	0	6	2	2	3	2	0	2	1	0	2	0	0	0	3	0	3	1	4	0	1	2	7	2	2	1	0	2	14	1	0	5	0	10	3	0	1	0	0	0	0	2	0	0	0	0	0	0	1	22	0	1	0	2	6	3	3	1	2	1	1	0	1	0	0	0	0	1	5	0	0	1	3	0	2	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	2	0	9	0	0	0	0	0	0	0	0	3	3	0	3	0	2	6	0	1	2	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	3	0	0	1	0	2	1	5	0	0	1	1	0	0	0	1	3	1	0	1	0	1	1	0	0	2	0	0	1	1	0	0	1	0	0	1	2	0	0	0	0	0	0	1	0	0	1	0	2	0	0	10	8	0	0	0	3	0	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	6	2	0	1	0	4	0	1	0	0	0	5	0	2	1	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	1	3	0	1	0	5	2	2	0	0	8	0	2	0	0	0	0	0	0	0	0	1	0	6	0	5	0	0	3	0	0	5	0	0	1	0	0	1	0	0	0	2	0	2	1	0	1	1	2	2	7	0	0	0	1	2	0	0	0	0	1	0	0	2	0	0	0	0	0	2	1	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	2	1	1	1	0	14	0	4	0	0	0	0	0	0	3	0	4	0	0	1	1	0	46	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	20	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Quick Online Tips	0	0	0	1	0	1	0	0	0	0	1	5	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	2	0	1	0	4	1	0	0	0	0	1	0	1	0	0	13	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	1	0	0	3	0	3	10	0	0	0	0	0	0	0	0	1	1	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	19	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	9	0	0	0	0	5	0	0	0	0	0	0	16	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
